1048576,101,2.62912,3.07386,1.93344,75,3.40459,4.00589,2.49354,0,75,0
2097152,101,4.49733,5.19622,3.17872,0,3.95245,4.74272,2.98784,75,75,0
4194304,101,8.20018,9.55715,5.5935,0,5.26609,5.94314,4.0567,75,75,0
8388608,101,15.6318,18.2278,10.4235,0,7.85154,8.7456,6.20592,75,75,0
16777216,5,35.4655,35.6284,35.2035,0,11.3369,11.6978,11.2739,25,25,0
16777216,11,35.4794,35.7855,35.2903,0,12.0693,12.0931,12.0477,25,25,0
16777216,101,31.7158,35.7108,19.9264,0,13.6539,14.802,10.7178,100,100,0
16777216,1001,35.4501,35.6514,35.2236,0,23.1849,23.3063,23.0259,25,25,0
33554432,101,59.9051,70.9665,38.8266,0,23.2211,25.4841,18.9462,75,75,0
67108864,5,139.008,140.611,138.085,0,34.9581,34.9988,34.9197,25,25,0
67108864,11,138.955,139.776,138.356,0,38.6361,38.7255,38.5927,25,25,0
67108864,100,139.097,141.582,137.784,0,46.5256,47.062,46.2327,50,50,0
67108864,101,123.898,141.524,77.0163,0,43.944,46.8852,35.3304,100,100,0
67108864,110,139.137,141.638,138.088,0,46.8678,47.1237,46.4555,50,50,0
67108864,120,139.162,141.489,137.865,0,47.144,47.4357,46.7574,50,50,0
67108864,130,138.956,139.787,138.153,0,49.1808,49.9992,48.5783,50,50,0
67108864,140,139.058,141.153,138.217,0,49.4394,49.6984,48.8709,50,50,0
67108864,150,138.902,139.794,137.904,0,49.81,50.2352,49.1494,50,50,0
67108864,160,138.978,141.302,137.822,0,49.9939,50.3697,49.356,50,50,0
67108864,170,139.066,141.099,138.236,0,50.4207,50.6407,50.0303,50,50,0
67108864,180,139.068,139.751,137.96,0,50.5822,50.9086,50.0724,50,50,0
67108864,190,139.041,141.316,138.235,0,50.8282,51.1275,50.3301,50,50,0
67108864,200,138.863,139.837,137.862,0,51.2165,51.5997,50.5547,50,50,0
67108864,210,138.973,140.081,137.683,0,51.4468,51.7751,51.0019,50,50,0
67108864,220,139.24,142.024,138.049,0,51.9306,52.2172,51.4737,50,50,0
67108864,230,139.033,139.831,138.074,0,52.3854,52.9557,51.7808,50,50,0
67108864,240,139.13,140.946,138.297,0,52.4499,52.8661,51.9753,50,50,0
67108864,250,139.024,140.387,138,0,52.6169,52.9943,52.3129,50,50,0
67108864,260,138.989,141.872,137.971,0,55.6817,56.0528,55.1635,50,50,0
67108864,270,138.986,141.664,137.921,0,55.109,55.4736,54.5755,50,50,0
67108864,280,139.072,141.31,138.096,0,55.6011,55.9428,55.0627,50,50,0
67108864,290,139.116,141.994,137.792,0,55.5285,55.9745,55.0901,50,50,0
67108864,300,138.977,139.789,138.195,0,56.3082,56.5948,55.7959,50,50,0
67108864,310,139.009,141.619,137.45,0,56.6853,57.0232,55.9881,50,50,0
67108864,320,138.997,141.299,137.543,0,56.6776,57.3922,56.2824,50,50,0
67108864,330,139,141.388,138.184,0,56.9587,57.4427,56.5721,50,50,0
67108864,340,139.05,139.73,138.227,0,57.6445,58.1172,57.2552,50,50,0
67108864,350,138.991,141.256,137.872,0,57.3771,57.832,56.9225,50,50,0
67108864,360,139.226,141.399,137.842,0,57.8811,58.3452,57.3877,50,50,0
67108864,370,138.973,140.871,138.209,0,57.9607,58.1989,57.6116,50,50,0
67108864,380,138.969,141.21,137.685,0,58.2454,58.4757,57.9351,50,50,0
67108864,390,138.983,140.768,137.701,0,58.4593,58.8908,58.0919,50,50,0
67108864,400,139.043,141.497,137.754,0,58.9775,59.3314,58.524,50,50,0
67108864,410,139.047,141.524,138.092,0,59.8911,60.3363,59.5004,50,50,0
67108864,420,138.863,139.669,138.058,0,59.5631,59.9844,59.2328,50,50,0
67108864,430,139.126,141.798,138.143,0,59.9901,60.3546,59.7544,50,50,0
67108864,440,139.015,139.756,138.096,0,60.5483,60.9008,60.2014,50,50,0
67108864,450,139.074,142.164,138.057,0,60.6422,61.0167,60.27,50,50,0
67108864,460,138.999,140.159,137.9,0,60.8437,61.5331,60.473,50,50,0
67108864,470,138.932,140.573,137.936,0,61.0976,61.6465,60.6585,50,50,0
67108864,480,139.013,141.859,137.393,0,61.2103,61.554,60.8988,50,50,0
67108864,490,139.068,141.736,137.824,0,61.4778,61.8884,61.2046,50,50,0
67108864,500,138.979,141.256,138.068,0,61.7049,62.094,61.3563,50,50,0
67108864,1001,139.005,139.613,138.521,0,81.8849,82.6961,80.8375,25,25,0
134217728,101,236.574,280.359,154.281,0,82.6082,89.911,68.1169,75,75,0
268435456,5,552.794,555.87,549.477,0,130.45,130.705,130.37,25,25,0
268435456,11,552.888,556.54,550.156,0,144.829,144.958,144.75,25,25,0
268435456,101,553.35,563.578,548.43,0,175.916,176.817,175.677,75,75,0
268435456,1001,553.691,562.312,549.936,0,316.098,318.486,312.576,25,25,0
